,user_id,recs
1365,406,"[1070015, 1039156, 951412, 1057260, 1033142]"
1366,1488,"[1110572, 1126899, 1107553, 1058997, 1092026]"
1367,1791,"[894236, 908846, 1039156, 976199, 1041259]"
1368,1993,"[879755, 1133018, 1018740, 844165, 5568729]"
1369,978,"[1070820, 951590, 8090532, 999104, 7024990]"
1370,1198,"[1024306, 1058997, 1105623, 901062, 1000753]"
1371,227,"[5584007, 5590287, 5588666, 5585635, 845193]"
1372,1089,"[947798, 1108168, 1029743, 883404, 826249]"
1373,1370,"[1110572, 1015247, 1000753, 8090521, 12810393]"
1374,1363,"[1082212, 971922, 1065593, 1110843, 953476]"
1375,1895,"[5569471, 962229, 1133018, 1016800, 9527290]"
1376,2408,"[908318, 946995, 962229, 1056509, 940947]"
1377,1136,"[1039156, 1101173, 1005186, 847982, 962229]"
1378,1141,"[879755, 1107553, 1056509, 874736, 999971]"
1379,1697,"[1016800, 9527494, 5569845, 999858, 1042438]"
1380,2472,"[1122358, 986912, 1005186, 5569374, 1022872]"
1381,2338,"[1119051, 1039156, 1137688, 901062, 5584027]"
1382,1652,"[1075368, 5568378, 944317, 1132771, 1118393]"
1383,1526,"[894236, 844165, 865330, 1077555, 1036501]"
1384,1959,"[896085, 5569471, 1119051, 1040807, 6544236]"
1385,314,"[1058997, 872137, 995965, 893018, 1013321]"
1386,1822,"[986912, 1062002, 962229, 1015247, 844165]"
1387,1997,"[821083, 1126899, 1058997, 976199, 1051516]"
1388,2452,"[985119, 844165, 1033615, 1070015, 879755]"
1389,1294,"[1126899, 1058997, 1028816, 1116821, 1003600]"
1390,698,"[879755, 844165, 1058997, 1022872, 8090537]"
1391,670,"[870780, 860975, 909714, 933835, 882441]"
1392,1429,"[1058997, 1126899, 9420312, 1065593, 1124729]"
1393,939,"[916767, 1092026, 839849, 7440663, 9420312]"
1394,2171,"[861272, 951590, 999104, 878302, 9526886]"
1395,2041,"[1082212, 863447, 872137, 896613, 940947]"
1396,1708,"[944534, 832678, 994928, 860975, 951590]"
1397,1632,"[5585635, 1070820, 916993, 862349, 909714]"
1398,609,"[1107553, 1110572, 1005186, 1133018, 5569230]"
1399,288,"[1070820, 1026118, 845208, 904360, 834484]"
1400,2445,"[1107553, 879755, 1110572, 868764, 908531]"
1401,1885,"[6533889, 1070015, 893501, 1058997, 1053690]"
1402,232,"[6533765, 861445, 1016800, 949616, 1119051]"
1403,886,"[868764, 893501, 1070820, 865330, 1107553]"
1404,930,"[1016800, 834484, 883932, 835098, 938566]"
1405,1149,"[1028816, 1041796, 1091365, 985119, 986912]"
1406,1319,"[860975, 1058997, 847789, 5569471, 866227]"
1407,2240,"[1106523, 873627, 1070015, 983584, 1022003]"
1408,2295,"[847789, 983584, 976199, 1137688, 1056509]"
1409,909,"[861445, 1056509, 6534178, 1082212, 976199]"
1410,2464,"[1404121, 1082212, 1070820, 847270, 1003600]"
1411,2063,"[885290, 866227, 986912, 862349, 1005186]"
1412,903,"[1126899, 6034857, 1058997, 878996, 1138443]"
1413,30,"[6534178, 1112238, 873627, 909714, 969866]"
1414,135,"[862349, 861272, 933835, 5569374, 1119051]"
1415,1806,"[1126899, 1076875, 868764, 1022003, 857849]"
1416,241,"[1028816, 5569845, 951412, 908846, 870515]"
1417,2394,"[861272, 6534178, 893501, 826249, 840361]"
1418,1689,"[952317, 1000753, 6534178, 856772, 860975]"
1419,2404,"[5668996, 1082185, 6534178, 1029743, 995242]"
1420,684,"[918733, 849843, 1133018, 1050851, 820165]"
1421,2434,"[923746, 1132771, 5592931, 984715, 1038217]"
1422,2021,"[951590, 910291, 9526410, 909894, 844179]"
1423,997,"[1070820, 927191, 5584027, 8090521, 5585635]"
1424,531,"[1075368, 5569230, 866227, 1080414, 890695]"
1425,1747,"[1107553, 5569471, 1122358, 6534178, 962568]"
1426,1966,"[1070820, 1028816, 986947, 1075368, 944836]"
1427,1204,"[1085604, 1110572, 926905, 987562, 999971]"
1428,570,"[874972, 862349, 1098066, 5569374, 1000753]"
1429,781,"[912681, 854405, 951412, 1022254, 976199]"
1430,611,"[6534166, 861445, 8177622, 9527487, 913202]"
1431,1690,"[951590, 832678, 1033615, 885290, 857849]"
1432,1362,"[1119051, 1024306, 1052912, 878996, 970119]"
1433,2235,"[6534166, 1039156, 976199, 5569845, 878996]"
1434,1983,"[885290, 971922, 5569230, 1075470, 1040807]"
1435,1408,"[951590, 1029743, 928049, 1133018, 870780]"
1436,1796,"[925626, 1083721, 1042438, 9526411, 1029743]"
1437,1624,"[986912, 5569230, 1026118, 1023720, 989101]"
1438,1060,"[861272, 951590, 8090521, 5569230, 933835]"
1439,1462,"[885290, 890695, 1062002, 1095275, 951412]"
1440,1310,"[833025, 1120741, 1003600, 839849, 1071939]"
1441,544,"[1085604, 1110572, 1006184, 1107553, 1051516]"
1442,1360,"[930118, 1082185, 1065593, 1133018, 1082185]"
1443,2181,"[1126899, 1028816, 933835, 885290, 834484]"
1444,393,"[999971, 1070015, 995242, 1029743, 1056509]"
1445,1909,"[1053763, 1036432, 994928, 5569230, 973673]"
1446,716,"[1058997, 1126899, 1095275, 1127831, 847982]"
1447,2388,"[873627, 1056509, 937626, 995876, 890695]"
1448,993,"[1055863, 1101010, 1024306, 986912, 1115874]"
1449,1485,"[1075368, 1056509, 1106523, 1132771, 6034857]"
1450,1024,"[1097001, 1092026, 844165, 940947, 999971]"
1451,1763,"[1075368, 834484, 1037840, 1106523, 1041259]"
1452,502,"[1070015, 849843, 1033615, 898980, 985119]"
1453,2276,"[989101, 999104, 1055853, 983584, 1105623]"
1454,2260,"[8090532, 868764, 1096317, 6534178, 951412]"
1455,143,"[1056651, 5569230, 1053690, 962229, 1133018]"
1456,1614,"[895540, 894236, 1404121, 1022254, 1056651]"
1457,847,"[868764, 1023720, 901062, 1024306, 1404121]"
1458,480,"[5569471, 862349, 1009449, 1051516, 893501]"
1459,1152,"[1005186, 893501, 1085604, 866227, 879755]"
1460,1288,"[862349, 1062002, 923746, 951590, 896085]"
1461,2185,"[6534166, 7441391, 885290, 938566, 999104]"
1462,1715,"[1051516, 862349, 1110843, 1041259, 1137688]"
1463,1373,"[5569471, 1102959, 5569845, 5569230, 908846]"
1464,2090,"[1039156, 995242, 1118393, 1105623, 1098066]"
1465,1278,"[916122, 962229, 1106523, 944534, 1006184]"
1466,1738,"[1040807, 937626, 893501, 1133018, 819978]"
1467,242,"[893501, 971922, 849843, 1039156, 862732]"
1468,1405,"[5585735, 819978, 5569471, 872137, 903325]"
1469,591,"[1053690, 1106523, 926905, 1092026, 1085604]"
1470,880,"[866211, 1112238, 1033142, 1096317, 1080414]"
1471,801,"[1009449, 1053690, 845208, 1092026, 1037863]"
1472,1918,"[868764, 890610, 893501, 1014948, 6534166]"
1473,2359,"[879755, 6533765, 878302, 1106523, 1037894]"
1474,429,"[1056509, 896085, 1057260, 995242, 7024990]"
1475,21,"[8011397, 839849, 6533765, 1033615, 919644]"
1476,443,"[8011397, 1057260, 1095275, 862349, 1077555]"
1477,477,"[1126899, 908531, 849843, 1058997, 6534178]"
1478,2282,"[1028816, 1051516, 1070820, 1119051, 1137688]"
1479,1985,"[5569230, 873627, 1106523, 1112238, 910032]"
1480,693,"[1055863, 962229, 1122358, 862349, 1022872]"
1481,2373,"[1404121, 1133018, 1082185, 6534178, 1029743]"
1482,1721,"[1005186, 847270, 1000753, 909894, 892008]"
1483,907,"[986912, 1071939, 847982, 1057260, 898980]"
1484,159,"[8205218, 857849, 849843, 847982, 994928]"
1485,483,"[1015247, 1106523, 5569374, 1122358, 8090532]"
1486,86,"[1005186, 951590, 854852, 1137775, 1110843]"
1487,1083,"[1110843, 8065410, 1041157, 1052912, 890610]"
1488,2060,"[986912, 1110572, 1091365, 1110843, 861445]"
1489,1783,"[1058997, 1055853, 1023720, 1132771, 1138443]"
1490,564,"[1110843, 1039156, 1058997, 916381, 1033142]"
1491,1644,"[1014948, 1128016, 1102959, 1138189, 5569230]"
1492,2037,"[849843, 1029743, 994928, 900802, 865330]"
1493,1647,"[986947, 981760, 1096036, 1098066, 1082185]"
1494,42,"[976998, 953476, 6602697, 981760, 861445]"
1495,1869,"[1126899, 1058997, 940947, 860975, 908531]"
1496,2305,"[5584007, 5590287, 893501, 983584, 1056509]"
1497,2450,"[1070820, 893501, 860975, 862349, 5585735]"
1498,779,"[1057260, 821083, 1102959, 5569230, 976199]"
1499,2364,"[1082185, 6534178, 1029743, 995242, 1106523]"
1500,274,"[993638, 873627, 883404, 1098066, 1082185]"
1501,545,"[1119051, 1005186, 989101, 8160319, 986912]"
1502,1761,"[1133018, 1026118, 847789, 1003600, 854852]"
1503,2277,"[999971, 882441, 1097001, 1132770, 1075368]"
1504,435,"[1053690, 5569471, 5569230, 1076875, 844165]"
1505,1749,"[862349, 5569374, 951590, 999104, 908318]"
1506,225,"[911812, 857503, 928049, 1003600, 976998]"
1507,1073,"[1058997, 1082212, 873627, 861272, 1126899]"
1508,699,"[962229, 1043751, 6534178, 951590, 1404121]"
1509,1193,"[8090537, 8090521, 989101, 913210, 957951]"
1510,793,"[1133018, 872137, 1053763, 995242, 911215]"
1511,1115,"[1003600, 951412, 893501, 5569471, 1041259]"
1512,2209,"[6534166, 885290, 1039156, 1062002, 1026118]"
1513,1157,"[1070820, 951590, 986947, 901062, 929668]"
1514,71,"[1056509, 1091365, 1016800, 926905, 1005186]"
1515,166,"[1075368, 951590, 1106523, 1053690, 933835]"
1516,524,"[1051516, 1037863, 1133018, 999104, 860776]"
1517,321,"[1126899, 1058997, 944836, 1056509, 878996]"
1518,23,"[1075368, 8160319, 1065593, 951590, 824005]"
1519,1802,"[885290, 908846, 1101173, 1007195, 990797]"
1520,1084,"[1122358, 953476, 976998, 879755, 967395]"
1521,249,"[1053690, 883404, 1110572, 1029743, 870515]"
1522,33,"[1005186, 6533765, 832678, 1106523, 986912]"
1523,461,"[1045220, 6534166, 976199, 916122, 1029624]"
1524,1666,"[1048462, 983584, 1122358, 1038217, 8090537]"
1525,1123,"[962229, 1126899, 986912, 862349, 1058997]"
1526,1841,"[872137, 1022254, 1037863, 994928, 999858]"
1527,1163,"[12263788, 1056509, 860975, 995242, 6534166]"
1528,1147,"[1016800, 951590, 926905, 1106523, 879755]"
1529,680,"[873627, 1033615, 892008, 908213, 930917]"
1530,1978,"[5585735, 5590287, 1082212, 5569471, 1062002]"
1531,1096,"[1026118, 895540, 1037863, 903325, 854852]"
1532,2385,"[879755, 866227, 6533765, 873627, 1005186]"
1533,1342,"[986912, 1024306, 6534178, 1082185, 6534178]"
1534,118,"[1058997, 849843, 893018, 1116821, 1127831]"
1535,2496,"[1056509, 5569230, 995876, 995965, 916122]"
1536,717,"[861445, 1102959, 940947, 6534178, 986912]"
1537,2146,"[1053690, 1039156, 1029743, 999104, 861272]"
1538,715,"[1033615, 1051069, 1080414, 1022872, 949616]"
1539,171,"[987724, 8160319, 1016800, 1053763, 5592931]"
1540,151,"[6533889, 1126899, 1039156, 832678, 976199]"
1541,1034,"[1126899, 986947, 861272, 1058997, 834484]"
1542,2477,"[1058997, 1126899, 926905, 6534178, 1095275]"
1543,537,"[1057260, 845193, 894236, 1137775, 1075368]"
1544,213,"[862139, 5569327, 1107553, 868764, 981944]"
1545,1524,"[5569374, 1126899, 5569471, 5585735, 6034857]"
1546,326,"[8090521, 874736, 1110572, 882441, 1120741]"
1547,3,"[1053690, 1092026, 951590, 9527494, 910032]"
1548,988,"[1070820, 862349, 6534178, 926905, 5569374]"
1549,1330,"[1016800, 856252, 910032, 5569230, 1056509]"
1550,267,"[844165, 1134522, 6533765, 908213, 902172]"
1551,884,"[1085604, 986912, 882441, 861445, 1132770]"
1552,1892,"[861445, 1033615, 6533765, 985119, 1080414]"
1553,1104,"[1039156, 1114597, 6602697, 894236, 1082212]"
1554,1638,"[1058997, 5585635, 5585727, 5587133, 5584027]"
1555,2471,"[5588666, 5584007, 1058997, 1062002, 5590287]"
1556,1996,"[1126899, 1058997, 1070820, 5569230, 832678]"
1557,1231,"[847789, 1055646, 5582789, 5585635, 5590287]"
1558,1465,"[1039156, 971922, 894236, 12263788, 1075368]"
1559,2026,"[944534, 892008, 984715, 916122, 823704]"
1560,316,"[885290, 1058997, 1029624, 933835, 5592931]"
1561,2250,"[908531, 883404, 983584, 8090521, 995242]"
1562,606,"[845208, 849843, 1051516, 1024306, 1053690]"
1563,1593,"[1077490, 979707, 5569471, 976300, 840361]"
1564,1887,"[1058997, 1009449, 908531, 1126899, 872137]"
1565,1070,"[894236, 1039156, 989101, 1112238, 849843]"
1566,1809,"[1039156, 5582789, 916993, 860975, 5585635]"
1567,1189,"[1082212, 1026118, 1028816, 1106523, 1007195]"
1568,1075,"[1070015, 986912, 6533765, 990797, 9526410]"
1569,1646,"[1126899, 1058997, 872137, 983584, 1137688]"
1570,1,"[940947, 9527290, 986947, 995242, 861272]"
1571,2341,"[844165, 1118393, 893501, 5569471, 1015247]"
1572,1668,"[835098, 863802, 896369, 6534178, 1106523]"
1573,50,"[1005186, 1091365, 873627, 1023958, 908531]"
1574,194,"[951412, 1119051, 1041259, 1051516, 1112238]"
1575,1119,"[8177622, 1077555, 901062, 834117, 913210]"
1576,169,"[1075368, 1037894, 1107553, 1016800, 6534178]"
1577,1964,"[862732, 1003600, 861272, 849843, 905913]"
1578,366,"[1092026, 1065593, 1133018, 882441, 883404]"
1579,1124,"[879755, 952317, 8090537, 844165, 8090521]"
1580,659,"[1076875, 929668, 1113588, 862139, 12810393]"
1581,471,"[866227, 999104, 909894, 1026118, 1133018]"
1582,1706,"[1122358, 1101010, 1108168, 947798, 5569327]"
1583,1214,"[989101, 1110843, 1005186, 993638, 1082185]"
1584,1717,"[1077555, 900802, 1029743, 832678, 904360]"
1585,1221,"[1028816, 989101, 896085, 5585510, 999104]"
1586,1648,"[1028816, 983584, 1106523, 845208, 873627]"
1587,2079,"[1028816, 1070015, 908846, 1106301, 1106523]"
1588,1555,"[866227, 1005186, 844165, 995242, 1118393]"
1589,2018,"[1106523, 1074524, 849843, 1009449, 1137688]"
1590,613,"[912681, 9526410, 1075470, 1070015, 1133018]"
1591,1112,"[6533889, 1075368, 5584027, 1002558, 5590287]"
1592,216,"[866227, 9526886, 986947, 1039156, 820165]"
1593,1640,"[1075368, 8090521, 8090532, 1037840, 1106523]"
1594,16,"[6410462, 12263788, 1082185, 6534178, 1029743]"
1595,1417,"[6533889, 918733, 898980, 908531, 6773204]"
1596,248,"[1126899, 1062002, 913210, 5584007, 946995]"
1597,734,"[1119051, 821083, 6534166, 1070702, 6533765]"
1598,1447,"[844165, 879755, 1076875, 913210, 913202]"
1599,566,"[1085604, 993638, 861445, 986912, 839147]"
1600,47,"[885290, 8090537, 1005186, 861272, 951590]"
1601,268,"[1110572, 1075368, 1085604, 8090521, 902172]"
1602,2148,"[951590, 913210, 1133018, 1101010, 1077555]"
1603,217,"[5569471, 832678, 834484, 1040807, 986912]"
1604,162,"[1122358, 904360, 1029743, 1112238, 1070820]"
1605,2500,"[1058997, 974108, 1126899, 908318, 1048462]"
1606,1868,"[8090537, 1113588, 908213, 1106301, 977499]"
1607,623,"[1101010, 999971, 860975, 8090532, 826249]"
1608,830,"[1133018, 862349, 1118393, 1124729, 883404]"
1609,457,"[1015247, 865330, 1132770, 6533765, 5592931]"
1610,2014,"[5592931, 951526, 847789, 989075, 857849]"
1611,411,"[5569374, 951590, 1106523, 5569471, 8160319]"
1612,220,"[5590287, 5584007, 6534166, 5585735, 5587133]"
1613,1174,"[986912, 1005186, 1092948, 844165, 1095275]"
1614,112,"[894236, 1070820, 6534178, 1028816, 893501]"
1615,2160,"[999971, 874972, 951412, 1070702, 1052912]"
1616,2278,"[1058997, 901062, 908846, 965842, 970030]"
1617,1696,"[1082212, 860776, 1070820, 971922, 1024306]"
1618,668,"[1058997, 839849, 5582789, 5569471, 870515]"
1619,1552,"[944836, 951590, 861272, 1029743, 1022003]"
1620,858,"[1070820, 873627, 844165, 1092026, 1053690]"
1621,1380,"[986947, 908846, 1056651, 5569374, 1119051]"
1622,579,"[1091365, 879755, 1052912, 1016800, 847982]"
1623,1518,"[1082212, 883404, 5585510, 838186, 821083]"
1624,212,"[1062002, 1096317, 8177622, 866211, 1056509]"
1625,2072,"[1070820, 893501, 1082212, 1119051, 5592931]"
1626,357,"[1126899, 1122358, 1058997, 1003188, 849843]"
1627,2112,"[1082212, 1126899, 904360, 1037863, 903325]"
1628,2119,"[919644, 1114597, 1116578, 870547, 961554]"
1629,2333,"[860975, 862349, 983584, 5585510, 908531]"
1630,478,"[1091365, 1074524, 1048462, 1037894, 976300]"
1631,1281,"[965842, 1051069, 933835, 7440663, 860776]"
1632,323,"[1126899, 1074524, 944139, 907631, 9527487]"
1633,1931,"[1082212, 1001148, 849843, 1133018, 898980]"
1634,1946,"[1070820, 8090509, 847789, 923746, 5585510]"
1635,286,"[825541, 866211, 9526410, 1119051, 872137]"
1636,262,"[1058997, 1101010, 5584007, 5590287, 5584027]"
1637,2205,"[1070015, 895540, 1003188, 1050851, 861445]"
1638,1401,"[1058997, 860975, 909894, 908531, 1126899]"
1639,2303,"[8177622, 908531, 951412, 1029743, 5569230]"
1640,2315,"[916122, 981760, 1082185, 6534178, 1029743]"
1641,610,"[1132770, 1117514, 844165, 1006184, 883404]"
1642,353,"[1119051, 1082212, 1022254, 885290, 909714]"
1643,1515,"[971922, 962229, 933835, 1101010, 5569230]"
1644,954,"[1082185, 6534178, 1029743, 995242, 1106523]"
1645,1698,"[5585510, 965842, 965267, 5592931, 927191]"
1646,1951,"[986947, 8160319, 904360, 879528, 1080414]"
1647,2101,"[1070820, 926905, 819978, 883003, 5585510]"
1648,1935,"[6533889, 1126899, 999104, 986912, 1005186]"
1649,308,"[1110572, 1058997, 5569230, 1065593, 970030]"
1650,1790,"[883932, 5569374, 986947, 819978, 1040807]"
1651,388,"[839849, 849843, 970119, 1095275, 916993]"
1652,1838,"[5569471, 999971, 1053690, 5569230, 953476]"
1653,2043,"[849843, 821083, 1106301, 1061220, 883963]"
1654,34,"[879755, 993638, 6533765, 986912, 1055863]"
1655,270,"[8090521, 1053690, 986912, 8090537, 5569471]"
1656,1103,"[1126899, 1039156, 866227, 6534178, 5569230]"
1657,697,"[1057260, 1070820, 1028816, 860776, 5590287]"
1658,1279,"[898980, 951590, 969866, 907014, 994928]"
1659,811,"[849843, 847982, 1076875, 1062002, 908846]"
1660,736,"[1053690, 1041259, 900802, 839419, 1055646]"
1661,2410,"[1037840, 893501, 1053690, 1056651, 1051516]"
1662,83,"[923746, 1041259, 5592931, 1069621, 1065593]"
1663,1457,"[1070015, 987724, 1044078, 999971, 1085604]"
1664,187,"[983584, 908531, 951590, 1048462, 910032]"
1665,1183,"[1029624, 844165, 879755, 1110793, 866227]"
1666,1039,"[951590, 1040807, 1134522, 5569230, 835098]"
1667,2197,"[1056651, 5569230, 1102959, 1085604, 8090521]"
1668,1100,"[896085, 6533765, 1085604, 1080414, 1092026]"
1669,525,"[1026118, 1101010, 968215, 883003, 1040807]"
1670,1171,"[1015247, 986947, 865330, 1092026, 909714]"
1671,497,"[1070820, 862349, 5590287, 989101, 5584027]"
1672,1734,"[1075368, 908846, 1026118, 1118393, 962229]"
1673,331,"[1070820, 844165, 1075368, 916381, 1051211]"
1674,769,"[989101, 953476, 1058997, 1065593, 1102959]"
1675,2253,"[1065593, 1062966, 916767, 1033615, 1058997]"
1676,1313,"[909894, 822407, 908531, 982790, 1127831]"
1677,861,"[870515, 5585510, 899624, 1117514, 834484]"
1678,1877,"[1075470, 909894, 1122358, 983584, 9677202]"
1679,139,"[879755, 1058997, 5584007, 1023958, 1095275]"
1680,723,"[862349, 1082212, 999104, 878996, 1096317]"
1681,1108,"[1057260, 1110572, 847982, 1120741, 1018740]"
1682,1182,"[397896, 1108168, 874736, 839849, 1016800]"
1683,1700,"[1015247, 1101173, 1029624, 882441, 1113588]"
1684,1833,"[908531, 962229, 1058997, 8090521, 1106523]"
1685,339,"[1015247, 896085, 1133018, 1106523, 1080414]"
1686,2287,"[1082212, 971922, 1058997, 1024306, 1132771]"
1687,602,"[844165, 874736, 944139, 1014948, 1009449]"
1688,244,"[1070015, 909894, 1133018, 913210, 849843]"
1689,836,"[916993, 962229, 833723, 1126899, 1037840]"
1690,1368,"[12301405, 916122, 1000753, 5569471, 929668]"
1691,191,"[894236, 914190, 1039156, 862349, 1055863]"
1692,2179,"[1070015, 1119051, 962229, 1132771, 824005]"
1693,1344,"[856772, 1022003, 1029743, 872137, 847789]"
1694,90,"[1070820, 6533889, 986912, 1068719, 866211]"
1695,2323,"[6534178, 1095275, 870780, 1076875, 909714]"
1696,547,"[882441, 1056651, 5569327, 916767, 8177622]"
1697,514,"[820165, 986947, 1110843, 5585635, 1127831]"
1698,1861,"[925514, 1033615, 9527494, 5568378, 1107553]"
1699,100,"[849843, 890695, 831536, 1016800, 1012587]"
1700,1236,"[1037840, 999971, 1070015, 1092026, 962229]"
1701,1766,"[1005186, 8090537, 866227, 5592931, 1040807]"
1702,1882,"[1070820, 1075368, 849843, 873627, 862349]"
1703,1886,"[882441, 879755, 894236, 844165, 1092026]"
1704,777,"[6544236, 1070820, 857503, 6602697, 839419]"
1705,1779,"[862349, 1070820, 908531, 845208, 1023958]"
1706,2317,"[933835, 944836, 971922, 12263788, 825541]"
1707,1087,"[1070820, 962229, 6534178, 1085604, 1051069]"
1708,1295,"[8090509, 8090521, 860975, 1029743, 1122358]"
1709,1669,"[1126899, 857503, 1082185, 1082185, 6534178]"
1710,2089,"[1126899, 1056651, 847789, 9337581, 1082185]"
1711,2172,"[8011397, 1029743, 1057260, 1041259, 901062]"
1712,111,"[989101, 1077555, 1095275, 1133018, 901062]"
1713,1784,"[8090532, 979707, 824005, 8090521, 1126899]"
1714,662,"[983584, 6773204, 976998, 883404, 892008]"
1715,1903,"[868764, 1113588, 893501, 6533765, 9526410]"
1716,254,"[831536, 1051069, 8160319, 1106523, 930917]"
1717,1662,"[1126899, 919644, 1070820, 1137688, 903325]"
1718,713,"[885290, 5569471, 1039156, 866227, 1051211]"
1719,1331,"[1110572, 849843, 908531, 1029743, 890610]"
1720,1299,"[9526410, 989101, 8090521, 1058997, 834117]"
1721,333,"[986912, 1005186, 944534, 857849, 940947]"
1722,1242,"[1070820, 1023958, 1112238, 862349, 883404]"
1723,1765,"[1022003, 981944, 883932, 908531, 862349]"
1724,1388,"[1076875, 1039156, 999971, 878302, 832678]"
1725,1660,"[6602697, 1124729, 866140, 923746, 885290]"
1726,1463,"[8090537, 6534178, 1075368, 993638, 1056509]"
1727,2457,"[1137775, 1040807, 819978, 1133018, 1053690]"
1728,2437,"[1070820, 885290, 1082212, 901062, 909714]"
1729,284,"[856772, 1082212, 885290, 1075368, 819978]"
1730,1789,"[987562, 1110843, 8090537, 1005186, 1138443]"
1731,1523,"[1120741, 874736, 893018, 983584, 1029743]"
1732,2223,"[1110572, 1085604, 1080414, 893501, 9526563]"
1733,2081,"[927191, 8205218, 1106523, 1001148, 879755]"
1734,1695,"[989101, 1095275, 894236, 1102959, 976998]"
1735,576,"[986912, 1005186, 5584027, 8011397, 1051516]"
1736,595,"[1107553, 1014948, 879755, 1112238, 1015247]"
1737,1628,"[1110572, 861445, 986912, 898980, 840361]"
1738,1743,"[6534178, 990797, 6773204, 6534166, 1009449]"
1739,446,"[825541, 957951, 840361, 1082185, 6534178]"
1740,1201,"[8090537, 1080414, 1056509, 1053690, 9527290]"
1741,2153,"[1092026, 5592931, 1053690, 944139, 999971]"
1742,1131,"[882441, 1029624, 976998, 1120741, 938700]"
1743,2022,"[951590, 1058997, 1076875, 1029743, 908846]"
1744,581,"[1126899, 5569471, 983584, 856772, 1070820]"
1745,407,"[8090521, 1097001, 8205218, 1037840, 6602697]"
1746,1553,"[1038217, 1015247, 878302, 913202, 7167218]"
1747,1712,"[1057260, 1126899, 1058997, 1137775, 901062]"
1748,904,"[885290, 6534166, 1037863, 965267, 873627]"
1749,837,"[5588666, 5585735, 5585635, 5587133, 1126899]"
1750,1571,"[1055863, 944836, 1009449, 1070820, 844165]"
1751,794,"[1126899, 916993, 8090532, 1058997, 1107553]"
1752,2000,"[1106301, 1050851, 926905, 1016800, 8090521]"
1753,507,"[1036501, 1080414, 866227, 8160319, 1126899]"
1754,749,"[1070015, 890695, 1122358, 5582789, 5585635]"
1755,72,"[862349, 5585510, 908846, 1028816, 860776]"
1756,1208,"[1015247, 962229, 1102949, 928049, 844165]"
1757,814,"[854405, 995965, 6034857, 999104, 1022053]"
1758,1500,"[951590, 857849, 6533765, 1068719, 987562]"
1759,1730,"[6534178, 6533765, 1108168, 5569471, 5569230]"
1760,1053,"[1005186, 1119051, 976998, 971922, 847270]"
1761,1991,"[926905, 1085604, 989101, 1070015, 6533765]"
1762,2202,"[1404121, 1097001, 951412, 870515, 1137688]"
1763,1382,"[940947, 8090532, 1070015, 5569230, 952317]"
1764,999,"[879755, 849843, 983584, 944139, 8090532]"
1765,942,"[861272, 951412, 927191, 847789, 5582789]"
1766,1222,"[933835, 1037840, 951590, 5569230, 1133018]"
1767,1005,"[1089392, 883404, 1077975, 847982, 866140]"
1768,1502,"[1070820, 971922, 1038217, 862349, 916993]"
1769,264,"[1119051, 926905, 1132771, 921744, 8177622]"
1770,2174,"[1075368, 5582789, 860975, 1126899, 5590287]"
1771,2161,"[6534166, 1126899, 995965, 1053690, 5568729]"
1772,742,"[1120741, 879755, 882441, 1065593, 1076875]"
1773,2258,"[1126899, 1082212, 866211, 903325, 885290]"
1774,2482,"[989101, 1015247, 983584, 882441, 8090521]"
1775,1064,"[862349, 1058997, 8090532, 1107553, 965766]"
1776,1811,"[1033615, 985119, 861445, 1070015, 9527290]"
1777,116,"[860975, 1133018, 908531, 1071939, 849843]"
1778,1728,"[1058997, 890695, 861272, 944836, 5569471]"
1779,2138,"[862349, 893501, 844165, 908531, 882441]"
1780,2195,"[1126899, 1058997, 1062002, 1036501, 868764]"
1781,1069,"[1095275, 849843, 908531, 995242, 5569230]"
1782,168,"[885290, 1119051, 6534166, 857503, 1023720]"
1783,197,"[1126899, 951590, 1036501, 838186, 1051211]"
1784,257,"[1070015, 1033615, 985119, 1113588, 883404]"
1785,1967,"[862349, 916993, 1091365, 1070820, 5588666]"
1786,1780,"[857849, 908318, 5592931, 1053763, 1106523]"
1787,865,"[1075368, 9526410, 1106523, 995876, 9527494]"
1788,1867,"[1080414, 893501, 5569471, 1139830, 1124729]"
1789,1334,"[879755, 1085604, 1107553, 883404, 1037894]"
1790,1683,"[5569471, 893501, 9527290, 993638, 844165]"
1791,1437,"[1070015, 926905, 9526886, 913202, 5569230]"
1792,2435,"[908531, 1105623, 5582789, 909894, 913210]"
1793,2283,"[5585510, 870547, 1126899, 1105488, 951526]"
1794,2442,"[1126899, 1058997, 868764, 849843, 6602697]"
1795,375,"[8090532, 1082212, 914190, 823758, 832678]"
1796,927,"[1058997, 986912, 1095275, 1126899, 965267]"
1797,2397,"[12263788, 1051516, 1077975, 883932, 1053690]"
1798,1733,"[1016800, 885290, 1091365, 986912, 1004906]"
1799,818,"[893501, 6544236, 849843, 1077975, 989101]"
1800,1259,"[916993, 1058997, 970119, 1113588, 8177622]"
1801,1739,"[1053690, 962229, 866227, 1133018, 5568378]"
1802,770,"[5569230, 861445, 962229, 1131438, 5569374]"
1803,126,"[951590, 1101173, 1122358, 1105623, 1096036]"
1804,1699,"[5569327, 874972, 1056509, 847982, 951590]"
1805,701,"[12263788, 847982, 835098, 821083, 1057260]"
1806,383,"[1126899, 1119051, 1003600, 1137688, 1058997]"
1807,515,"[8090521, 927191, 5585510, 1012873, 1038217]"
1808,1389,"[1058997, 12263788, 986912, 1126899, 907014]"
